Date,Open,High,Low,Close,Volume,Adj Close
2015-10-06,2725.0,2726.0,2684.0,2700.0,1989700,2694.123
2015-10-07,2693.95,2717.0,2646.95,2653.95,1032700,2648.173
2015-10-08,2670.0,2678.35,2620.0,2635.95,1141000,2630.212
2015-10-09,2650.5,2650.6,2608.0,2629.65,1124800,2623.926
2015-10-12,2655.0,2660.35,2587.0,2592.6,1227900,2586.9570000000003
2015-10-13,2602.8,2612.0,2567.6,2598.55,3089800,2592.894
2015-10-14,2548.0,2548.0,2480.0,2483.7,4168500,2478.294
2015-10-15,2490.0,2503.5,2465.0,2467.75,1607800,2462.3779999999997
2015-10-16,2480.9,2492.0,2470.0,2473.75,1166900,2468.365
2015-10-19,2490.0,2494.95,2455.85,2488.75,1565300,2483.333
2015-10-20,2496.25,2530.0,2495.6,2526.75,1347500,2521.25
2015-10-21,2535.0,2542.0,2522.25,2530.0,964800,2530.0
2015-10-22,2530.0,2530.0,2530.0,2530.0,0,2530.0
2015-10-23,2548.0,2548.0,2527.3,2537.15,1167600,2537.15
2015-10-26,2549.0,2549.0,2515.1,2536.55,707300,2536.55
2015-10-27,2530.05,2544.9,2520.35,2531.1,765200,2531.1
2015-10-28,2510.05,2533.55,2510.05,2529.1,627600,2529.1
2015-10-29,2533.55,2535.4,2490.05,2495.35,1565100,2495.35
2015-10-30,2500.0,2511.9,2485.0,2495.2,758300,2495.2
2015-11-02,2500.0,2522.8,2487.55,2517.35,659600,2517.35
2015-11-03,2528.0,2547.8,2518.5,2543.45,682400,2543.45
2015-11-04,2545.0,2547.2,2520.0,2533.8,495700,2533.8
2015-11-05,2530.8,2534.95,2480.0,2482.65,798000,2482.65
2015-11-06,2492.0,2518.25,2483.45,2505.75,454000,2505.75
2015-11-09,2495.0,2502.75,2468.6,2471.35,1010700,2471.35
2015-11-10,2472.95,2477.0,2450.0,2458.15,680900,2458.15
2015-11-11,2458.15,2458.15,2458.15,2458.15,0,2458.15
2015-11-12,2458.15,2458.15,2458.15,2458.15,0,2458.15
2015-11-13,2438.05,2438.05,2386.55,2397.4,1371600,2397.4
2015-11-16,2390.0,2390.0,2356.0,2374.6,1021700,2374.6
2015-11-17,2380.5,2398.45,2375.0,2390.55,992500,2390.55
2015-11-18,2388.9,2388.9,2346.0,2351.45,760100,2351.45
2015-11-19,2365.35,2381.6,2352.0,2362.55,933400,2362.55
2015-11-20,2366.5,2423.55,2361.95,2398.35,1006000,2398.35
2015-11-23,2405.3,2413.4,2382.25,2391.05,544000,2391.05
2015-11-24,2380.05,2392.45,2365.5,2367.95,499300,2367.95
2015-11-25,2367.95,2367.95,2367.95,2367.95,0,2367.95
2015-11-26,2377.9,2382.4,2337.85,2345.55,1457600,2345.55
2015-11-27,2348.0,2359.45,2332.5,2353.35,868600,2353.35
2015-11-30,2365.0,2391.25,2350.15,2364.7,2050000,2364.7
2015-12-01,2362.9,2378.05,2357.05,2361.9,860900,2361.9
